sample,source file,slope sign,rt mean,rt std,rt var,rt iqr,rt min,rt max,rt amp,rt skew,rt kurt,frac late,n switches,domain len mean mb,domain len median mb,acf 500kb,uuid,case id,file name,case_id,file id,file name_slides,data category,data type,project id,case id_slides,sample id,tissue type,tumor descriptor,specimen type,preservation method
0.136959397467524,/fs/scratch/PAS2942/Alejandro/datasets/meth/0166a42c-e905-490e-a07a-dd084b3c4534/ef0c17dd-be28-4c1c-9ced-9f328b6c423a.methylation_array.sesame.level3betas.txt,1.0,0.0076796711603218,0.4436787417459506,0.1968508258772699,0.647209477148463,-1.0852249533564906,0.9124674401723966,1.997692393528887,-0.0414295322899707,-0.6734340215094154,0.4999826527426014,1536.0,1.8752765126870528,1.1,0.7432744427503428,0166a42c-e905-490e-a07a-dd084b3c4534,TCGA-A1-A0SK,ef0c17dd-be28-4c1c-9ced-9f328b6c423a.methylation_array.sesame.level3betas.txt,tcga-a1-a0sk,98ddf493-e3ee-4750-a5a4-d9f9884a3e17,TCGA-A1-A0SK-01A-01-BSA.29fd9144-1886-47ad-b075-7800cb57c9f5.svs,Biospecimen,Slide Image,TCGA-BRCA,TCGA-A1-A0SK,TCGA-A1-A0SK-01A,Tumor,Primary,Unknown,OCT
0.0998045808747604,/fs/scratch/PAS2942/Alejandro/datasets/meth/01caf592-57be-4df0-913b-efda8dd88def/7d118736-8504-45ac-8b08-14278223d47f.methylation_array.sesame.level3betas.txt,1.0,0.0323890578995614,0.3725982429196013,0.1388294506267742,0.5204784488975669,-0.9118817014483924,0.9903104978972568,1.9021921993456488,0.2576651531084937,-0.4177341994078523,0.4999826527426014,1563.0,1.842902813299233,1.2000000000000002,0.753128003713013,01caf592-57be-4df0-913b-efda8dd88def,TCGA-D8-A1JA,7d118736-8504-45ac-8b08-14278223d47f.methylation_array.sesame.level3betas.txt,tcga-d8-a1ja,0b441c9a-4c7a-4001-9b6f-f51d693fb426,TCGA-D8-A1JA-01A-01-TSA.6c3ded8c-755f-4f80-82b8-3a5eb476cdda.svs,Biospecimen,Slide Image,TCGA-BRCA,TCGA-D8-A1JA,TCGA-D8-A1JA-01A,Tumor,Primary,Unknown,Unknown
0.197743475863989,/fs/scratch/PAS2942/Alejandro/datasets/meth/0207f5ef-f6ba-4a85-b5d6-01fcf953a8dc/aba8e3e5-2302-4fce-be2c-ae6e5f6fd73e.methylation_array.sesame.level3betas.txt,1.0,-0.0024433973474142,0.4657767388874924,0.2169479704886672,0.634403314557541,-1.5802642125929982,1.139418410475439,2.719682623068437,-0.1074521791173781,-0.226675388844979,0.4999826527426014,1501.0,1.9189747003994675,1.3,0.7309051303590655,0207f5ef-f6ba-4a85-b5d6-01fcf953a8dc,TCGA-A7-A26F,aba8e3e5-2302-4fce-be2c-ae6e5f6fd73e.methylation_array.sesame.level3betas.txt,tcga-a7-a26f,5a26a481-a147-4519-a7a0-f2b32d150ae4,TCGA-A7-A26F-01A-02-TSB.3605e414-b036-4800-89b3-cb7db712c258.svs,Biospecimen,Slide Image,TCGA-BRCA,TCGA-A7-A26F,TCGA-A7-A26F-01A,Tumor,Primary,Solid Tissue,Unknown
0.197743475863989,/fs/scratch/PAS2942/Alejandro/datasets/meth/0207f5ef-f6ba-4a85-b5d6-01fcf953a8dc/aba8e3e5-2302-4fce-be2c-ae6e5f6fd73e.methylation_array.sesame.level3betas.txt,1.0,-0.0024433973474142,0.4657767388874924,0.2169479704886672,0.634403314557541,-1.5802642125929982,1.139418410475439,2.719682623068437,-0.1074521791173781,-0.226675388844979,0.4999826527426014,1501.0,1.9189747003994675,1.3,0.7309051303590655,0207f5ef-f6ba-4a85-b5d6-01fcf953a8dc,TCGA-A7-A26F,aba8e3e5-2302-4fce-be2c-ae6e5f6fd73e.methylation_array.sesame.level3betas.txt,tcga-a7-a26f,fcd7afda-c429-41a9-a77d-a90b1696d4da,TCGA-A7-A26F-01B-03-BS3.AEE47977-2375-4C17-9373-2B78EE933AAE.svs,Biospecimen,Slide Image,TCGA-BRCA,TCGA-A7-A26F,TCGA-A7-A26F-01B,Tumor,Primary,Solid Tissue,FFPE
0.197743475863989,/fs/scratch/PAS2942/Alejandro/datasets/meth/0207f5ef-f6ba-4a85-b5d6-01fcf953a8dc/aba8e3e5-2302-4fce-be2c-ae6e5f6fd73e.methylation_array.sesame.level3betas.txt,1.0,-0.0024433973474142,0.4657767388874924,0.2169479704886672,0.634403314557541,-1.5802642125929982,1.139418410475439,2.719682623068437,-0.1074521791173781,-0.226675388844979,0.4999826527426014,1501.0,1.9189747003994675,1.3,0.7309051303590655,0207f5ef-f6ba-4a85-b5d6-01fcf953a8dc,TCGA-A7-A26F,aba8e3e5-2302-4fce-be2c-ae6e5f6fd73e.methylation_array.sesame.level3betas.txt,tcga-a7-a26f,a01b0d3f-ae16-4c3d-8b25-4155fba41396,TCGA-A7-A26F-01B-04-BS4.5818E4B9-7CBD-4241-AD3A-22061417AB30.svs,Biospecimen,Slide Image,TCGA-BRCA,TCGA-A7-A26F,TCGA-A7-A26F-01B,Tumor,Primary,Solid Tissue,FFPE
0.547212342219064,/fs/scratch/PAS2942/Alejandro/datasets/meth/0264cf1a-49d3-466e-a748-c9c000190112/37389dcc-1223-4b3f-a1bf-5de660433045.methylation_array.sesame.level3betas.txt,1.0,1.666644343544417,3.516705182877668,12.367215343278652,4.096263406254424,-1.3304133693816027,14.09418081946229,15.424594188843892,1.4517791252551202,1.2555124547402423,0.4999826527426014,536.0,5.3674115456238365,3.2,0.91901420836799,0264cf1a-49d3-466e-a748-c9c000190112,TCGA-BH-A0DO,37389dcc-1223-4b3f-a1bf-5de660433045.methylation_array.sesame.level3betas.txt,tcga-bh-a0do,55436327-6d19-48c4-ad4e-580a976a0501,TCGA-BH-A0DO-11A-01-TSA.687e2a08-3cfc-408f-8dd2-b6cf2fd48051.svs,Biospecimen,Slide Image,TCGA-BRCA,TCGA-BH-A0DO,TCGA-BH-A0DO-11A,Normal,Not Applicable,Solid Tissue,OCT
0.547212342219064,/fs/scratch/PAS2942/Alejandro/datasets/meth/0264cf1a-49d3-466e-a748-c9c000190112/37389dcc-1223-4b3f-a1bf-5de660433045.methylation_array.sesame.level3betas.txt,1.0,1.666644343544417,3.516705182877668,12.367215343278652,4.096263406254424,-1.3304133693816027,14.09418081946229,15.424594188843892,1.4517791252551202,1.2555124547402423,0.4999826527426014,536.0,5.3674115456238365,3.2,0.91901420836799,0264cf1a-49d3-466e-a748-c9c000190112,TCGA-BH-A0DO,37389dcc-1223-4b3f-a1bf-5de660433045.methylation_array.sesame.level3betas.txt,tcga-bh-a0do,914948df-7b3a-41d6-8946-c2e6bc5f3c03,TCGA-BH-A0DO-01B-01-TS1.efc0f01b-29a7-4ef7-9228-b44aafa922f4.svs,Biospecimen,Slide Image,TCGA-BRCA,TCGA-BH-A0DO,TCGA-BH-A0DO-01B,Tumor,Primary,Solid Tissue,OCT
0.547212342219064,/fs/scratch/PAS2942/Alejandro/datasets/meth/0264cf1a-49d3-466e-a748-c9c000190112/37389dcc-1223-4b3f-a1bf-5de660433045.methylation_array.sesame.level3betas.txt,1.0,1.666644343544417,3.516705182877668,12.367215343278652,4.096263406254424,-1.3304133693816027,14.09418081946229,15.424594188843892,1.4517791252551202,1.2555124547402423,0.4999826527426014,536.0,5.3674115456238365,3.2,0.91901420836799,0264cf1a-49d3-466e-a748-c9c000190112,TCGA-BH-A0DO,37389dcc-1223-4b3f-a1bf-5de660433045.methylation_array.sesame.level3betas.txt,tcga-bh-a0do,3bf96972-de8e-40ef-b0ba-5acab2b3b503,TCGA-BH-A0DO-11A-01-BSA.d5f2f5ca-46ba-4c74-85d3-6298f3317af1.svs,Biospecimen,Slide Image,TCGA-BRCA,TCGA-BH-A0DO,TCGA-BH-A0DO-11A,Normal,Not Applicable,Solid Tissue,OCT
0.547212342219064,/fs/scratch/PAS2942/Alejandro/datasets/meth/0264cf1a-49d3-466e-a748-c9c000190112/37389dcc-1223-4b3f-a1bf-5de660433045.methylation_array.sesame.level3betas.txt,1.0,1.666644343544417,3.516705182877668,12.367215343278652,4.096263406254424,-1.3304133693816027,14.09418081946229,15.424594188843892,1.4517791252551202,1.2555124547402423,0.4999826527426014,536.0,5.3674115456238365,3.2,0.91901420836799,0264cf1a-49d3-466e-a748-c9c000190112,TCGA-BH-A0DO,37389dcc-1223-4b3f-a1bf-5de660433045.methylation_array.sesame.level3betas.txt,tcga-bh-a0do,0e8d6812-7999-4468-a7de-2097883f84dd,TCGA-BH-A0DO-11A-02-TSB.3c04dd56-9769-4db2-ad8a-f4e2ca325bb1.svs,Biospecimen,Slide Image,TCGA-BRCA,TCGA-BH-A0DO,TCGA-BH-A0DO-11A,Normal,Not Applicable,Solid Tissue,OCT
0.547212342219064,/fs/scratch/PAS2942/Alejandro/datasets/meth/0264cf1a-49d3-466e-a748-c9c000190112/37389dcc-1223-4b3f-a1bf-5de660433045.methylation_array.sesame.level3betas.txt,1.0,1.666644343544417,3.516705182877668,12.367215343278652,4.096263406254424,-1.3304133693816027,14.09418081946229,15.424594188843892,1.4517791252551202,1.2555124547402423,0.4999826527426014,536.0,5.3674115456238365,3.2,0.91901420836799,0264cf1a-49d3-466e-a748-c9c000190112,TCGA-BH-A0DO,37389dcc-1223-4b3f-a1bf-5de660433045.methylation_array.sesame.level3betas.txt,tcga-bh-a0do,1fe5d2df-b32c-4269-b88e-9d1403462061,TCGA-BH-A0DO-01B-01-BS1.bf45233b-116a-4b13-87f2-4cc0411c79c8.svs,Biospecimen,Slide Image,TCGA-BRCA,TCGA-BH-A0DO,TCGA-BH-A0DO-01B,Tumor,Primary,Solid Tissue,OCT
0.16615357491758,/fs/scratch/PAS2942/Alejandro/datasets/meth/026df2f0-8d48-4ca5-b9c1-bd93bd7eae70/037e15a9-7a8c-4356-b2bd-20407eb5d9a1.methylation_array.sesame.level3betas.txt,1.0,0.0180481517972368,0.3929167905627107,0.154383604306101,0.5714774785271468,-1.0788617720724276,0.92118763472348,2.000049406795908,0.0598537657873842,-0.595831334745228,0.4999826527426014,1569.0,1.835859872611465,1.2000000000000002,0.7361906974879545,026df2f0-8d48-4ca5-b9c1-bd93bd7eae70,TCGA-B6-A0RN,037e15a9-7a8c-4356-b2bd-20407eb5d9a1.methylation_array.sesame.level3betas.txt,tcga-b6-a0rn,5aa045ca-4a37-4f1a-a2f0-c6675c45537c,TCGA-B6-A0RN-01A-01-TSA.39e1a0a2-1727-41b8-817d-3242d296d382.svs,Biospecimen,Slide Image,TCGA-BRCA,TCGA-B6-A0RN,TCGA-B6-A0RN-01A,Tumor,Primary,Unknown,OCT
0.16615357491758,/fs/scratch/PAS2942/Alejandro/datasets/meth/026df2f0-8d48-4ca5-b9c1-bd93bd7eae70/037e15a9-7a8c-4356-b2bd-20407eb5d9a1.methylation_array.sesame.level3betas.txt,1.0,0.0180481517972368,0.3929167905627107,0.154383604306101,0.5714774785271468,-1.0788617720724276,0.92118763472348,2.000049406795908,0.0598537657873842,-0.595831334745228,0.4999826527426014,1569.0,1.835859872611465,1.2000000000000002,0.7361906974879545,026df2f0-8d48-4ca5-b9c1-bd93bd7eae70,TCGA-B6-A0RN,037e15a9-7a8c-4356-b2bd-20407eb5d9a1.methylation_array.sesame.level3betas.txt,tcga-b6-a0rn,e654d1c9-bdf0-4207-a5e3-0438ea87b952,TCGA-B6-A0RN-01A-01-BSA.26f2aa2a-22e4-4f74-b546-0b9ac4dde26f.svs,Biospecimen,Slide Image,TCGA-BRCA,TCGA-B6-A0RN,TCGA-B6-A0RN-01A,Tumor,Primary,Unknown,OCT
0.791560886188821,/fs/scratch/PAS2942/Alejandro/datasets/meth/02be6d40-b6a0-468a-9744-baaf59a01db3/bebe758f-76a6-4f2d-96bc-cefe97e900a6.methylation_array.sesame.level3betas.txt,1.0,0.8133649428221077,2.323126820369348,5.3969182235193935,3.258089263101726,-1.4886777189126748,8.194742680078058,9.683420398990732,1.140906682904799,0.4479474708640616,0.4999826527426014,650.0,4.427496159754225,2.4000000000000004,0.9161381564882892,02be6d40-b6a0-468a-9744-baaf59a01db3,TCGA-A2-A0D4,bebe758f-76a6-4f2d-96bc-cefe97e900a6.methylation_array.sesame.level3betas.txt,tcga-a2-a0d4,4e0a1e04-8f8b-4360-9818-165fcbcacf7d,TCGA-A2-A0D4-01A-01-BSA.0665ed7a-c8e2-4b8a-bf73-8c06dab48c47.svs,Biospecimen,Slide Image,TCGA-BRCA,TCGA-A2-A0D4,TCGA-A2-A0D4-01A,Tumor,Primary,Unknown,OCT
0.791560886188821,/fs/scratch/PAS2942/Alejandro/datasets/meth/02be6d40-b6a0-468a-9744-baaf59a01db3/bebe758f-76a6-4f2d-96bc-cefe97e900a6.methylation_array.sesame.level3betas.txt,1.0,0.8133649428221077,2.323126820369348,5.3969182235193935,3.258089263101726,-1.4886777189126748,8.194742680078058,9.683420398990732,1.140906682904799,0.4479474708640616,0.4999826527426014,650.0,4.427496159754225,2.4000000000000004,0.9161381564882892,02be6d40-b6a0-468a-9744-baaf59a01db3,TCGA-A2-A0D4,bebe758f-76a6-4f2d-96bc-cefe97e900a6.methylation_array.sesame.level3betas.txt,tcga-a2-a0d4,352ce1a3-a5e0-4d26-862a-cf59d16851d2,TCGA-A2-A0D4-01A-01-TSA.471f053f-ccfd-4d9a-89d6-59eaf3d7c459.svs,Biospecimen,Slide Image,TCGA-BRCA,TCGA-A2-A0D4,TCGA-A2-A0D4-01A,Tumor,Primary,Unknown,OCT
0.136139183397416,/fs/scratch/PAS2942/Alejandro/datasets/meth/02d581a7-c62d-4217-abd2-078abd36dfbf/4177437e-8deb-45bc-add9-582c102c5201.methylation_array.sesame.level3betas.txt,1.0,-0.0083749327770751,0.4916328555994506,0.2417028647048702,0.690144760859468,-1.4924346833892872,1.0987167915693434,2.59115147495863,-0.1613437462900253,-0.372163522622293,0.4999826527426014,1577.0,1.826552598225602,1.2000000000000002,0.7232015863846567,02d581a7-c62d-4217-abd2-078abd36dfbf,TCGA-AO-A1KS,4177437e-8deb-45bc-add9-582c102c5201.methylation_array.sesame.level3betas.txt,tcga-ao-a1ks,92b9ca3f-9328-4bd7-97bc-6e68429a1c4e,TCGA-AO-A1KS-01A-01-TSA.45cfd1b6-e36a-4262-889a-e8540d9244f0.svs,Biospecimen,Slide Image,TCGA-BRCA,TCGA-AO-A1KS,TCGA-AO-A1KS-01A,Tumor,Primary,Unknown,OCT
0.38730974084649,/fs/scratch/PAS2942/Alejandro/datasets/meth/03594190-9bbf-44c4-b519-e7dd1c2434eb/34b6d871-e421-4c0b-965e-97113d998c44.methylation_array.sesame.level3betas.txt,1.0,-0.003168576516375,0.4631990241970125,0.2145533360170646,0.6171522848082672,-1.5496308900019549,1.2328401522530212,2.782471042254976,-0.0340261652427942,-0.0306029849195761,0.4960274780557194,1537.0,1.8740572171651493,1.2000000000000002,0.7299024250564814,03594190-9bbf-44c4-b519-e7dd1c2434eb,TCGA-GM-A2DF,34b6d871-e421-4c0b-965e-97113d998c44.methylation_array.sesame.level3betas.txt,tcga-gm-a2df,fa4b874e-01b5-49a4-8b90-ab377b0cea15,TCGA-GM-A2DF-01A-01-TSA.92173C4D-78C6-4213-BE01-673760EF899C.svs,Biospecimen,Slide Image,TCGA-BRCA,TCGA-GM-A2DF,TCGA-GM-A2DF-01A,Tumor,Primary,Solid Tissue,Unknown
0.474767637914462,/fs/scratch/PAS2942/Alejandro/datasets/meth/03b29cf3-d9a2-4ca7-8e07-85fb24ba8f7e/a8b1fd15-aee6-4d09-80e7-83c50f3dff75.methylation_array.sesame.level3betas.txt,1.0,1.1966957094540365,2.8945910455612247,8.378657321043224,4.262734795277096,-1.583023936384034,10.483418007717614,12.066441944101648,1.0124426061877836,-0.093709272917962,0.4999826527426014,616.0,4.6714748784440845,2.6,0.915116121680418,03b29cf3-d9a2-4ca7-8e07-85fb24ba8f7e,TCGA-A8-A076,a8b1fd15-aee6-4d09-80e7-83c50f3dff75.methylation_array.sesame.level3betas.txt,tcga-a8-a076,0af70079-2948-4c25-8ac5-b699160a52a5,TCGA-A8-A076-01A-02-TSB.6a8058db-d92b-4a26-8b84-5ccd4cb198e3.svs,Biospecimen,Slide Image,TCGA-BRCA,TCGA-A8-A076,TCGA-A8-A076-01A,Tumor,Primary,Unknown,Unknown
0.474767637914462,/fs/scratch/PAS2942/Alejandro/datasets/meth/03b29cf3-d9a2-4ca7-8e07-85fb24ba8f7e/a8b1fd15-aee6-4d09-80e7-83c50f3dff75.methylation_array.sesame.level3betas.txt,1.0,1.1966957094540365,2.8945910455612247,8.378657321043224,4.262734795277096,-1.583023936384034,10.483418007717614,12.066441944101648,1.0124426061877836,-0.093709272917962,0.4999826527426014,616.0,4.6714748784440845,2.6,0.915116121680418,03b29cf3-d9a2-4ca7-8e07-85fb24ba8f7e,TCGA-A8-A076,a8b1fd15-aee6-4d09-80e7-83c50f3dff75.methylation_array.sesame.level3betas.txt,tcga-a8-a076,6f9152af-1a95-43a7-b419-3cfde72f24f2,TCGA-A8-A076-01A-02-BSB.7619e564-4d3c-40b9-ad85-5bb8dd934d3b.svs,Biospecimen,Slide Image,TCGA-BRCA,TCGA-A8-A076,TCGA-A8-A076-01A,Tumor,Primary,Unknown,Unknown
